Archivo,Promedio
WATER_VAPOR_1.csv,0.6755000000000001
WATER_VAPOR_2.csv,0.6375
WATER_VAPOR_3.csv,0.843
WATER_VAPOR_4.csv,0.9145
WATER_VAPOR_5.csv,0.859
WATER_VAPOR_6.csv,0.9380000000000001
WATER_VAPOR_7.csv,0.8355
WATER_VAPOR_8.csv,0.7705
WATER_VAPOR_9.csv,0.8825
WATER_VAPOR_10.csv,0.8140000000000001
WATER_VAPOR_11.csv,0.8775000000000001
WATER_VAPOR_12.csv,1.28
WATER_VAPOR_13.csv,1.405
WATER_VAPOR_14.csv,1.3794999999999997
WATER_VAPOR_15.csv,0.7304999999999999
WATER_VAPOR_16.csv,1.539
WATER_VAPOR_17.csv,1.346
WATER_VAPOR_18.csv,1.5305
WATER_VAPOR_19.csv,1.4985
WATER_VAPOR_20.csv,1.2745
WATER_VAPOR_21.csv,0.951
WATER_VAPOR_22.csv,1.4824999999999997
WATER_VAPOR_23.csv,1.3965
WATER_VAPOR_24.csv,2.0055
WATER_VAPOR_25.csv,1.5405000000000002
WATER_VAPOR_26.csv,1.8185000000000002
WATER_VAPOR_27.csv,2.2035000000000005
WATER_VAPOR_28.csv,1.8199999999999998
WATER_VAPOR_29.csv,2.0755000000000003
WATER_VAPOR_30.csv,5002.179499999999
WATER_VAPOR_31.csv,1.8495000000000001
WATER_VAPOR_32.csv,1.4489999999999998
WATER_VAPOR_33.csv,1.613
WATER_VAPOR_34.csv,1.4289999999999998
WATER_VAPOR_35.csv,
WATER_VAPOR_36.csv,1.4229999999999998
WATER_VAPOR_37.csv,1.3760000000000001
WATER_VAPOR_38.csv,5001.3605
WATER_VAPOR_39.csv,1.085
WATER_VAPOR_40.csv,1.4814999999999998
WATER_VAPOR_41.csv,0.8559999999999999
WATER_VAPOR_42.csv,0.5914999999999999
WATER_VAPOR_43.csv,15000.7225
WATER_VAPOR_44.csv,0.7050000000000001
WATER_VAPOR_45.csv,1.1145
WATER_VAPOR_46.csv,0.40700000000000003
