lat/lon,-101.44999999999999,-101.35,-101.24999999999999,-101.14999999999999,-101.05
23.94999999999999,1.3,1.42,1.51,1.54,1.54
23.849999999999994,1.49,1.46,1.49,1.54,1.54
23.75,1.65,1.51,1.54,1.54,1.54
23.64999999999999,1.28,1.54,1.49,1.42,1.46
23.55,1.42,1.35,1.54,1.51,1.56
