date,land_surface,ndvi,precipitation,water_vapor,fire_count
2023-01-01,27.23818885,0.3693,1.0,1.101,0
2023-01-09,26.3562992,0.3693,1.0,1.1155000000000002,0
2023-01-17,26.74212615,0.34285,1.0,1.1735,0
2023-01-25,26.75590545,0.34285,1.0,1.5535,0
2023-02-02,28.62992105,0.31775,2.8025,1.1469999999999998,0
2023-02-10,30.71062975,0.31775,2.8025,1.2495,0
2023-02-18,29.91141750000001,0.30655,2.8025,1.3050000000000002,0
2023-02-26,35.519685550000005,0.30655,2.8025,1.2935,0
2023-03-06,34.01771670000001,0.2939,26.951,1.623,1
2023-03-14,36.67716545,0.2939,26.951,1.513,0
2023-03-22,39.15748,0.28945,26.951,1.7585000000000002,0
2023-03-30,36.704724,0.28945,26.951,1.961,0
2023-04-07,29.8700791,0.3211,74.5155,55000.342,0
2023-04-15,39.1299213,0.3211,74.5155,2.03,0
2023-04-23,39.66732275,0.30925,74.5155,1.5025,0
2023-05-01,37.7933072,0.30925,135.1615,2.3330000000000006,0
2023-05-09,35.685039,0.33865,135.1615,2.2395000000000005,0
2023-05-17,37.49015725,0.33865,135.1615,2.7865,0
2023-05-25,38.56496065,0.3373,135.1615,2.5265,0
2023-06-02,37.3248034,0.3373,27.495000000000005,2.8955,0
2023-06-10,43.22244115,0.3101,27.495000000000005,1.525,3
2023-06-18,42.46456725,0.3101,27.495000000000005,2.2705,0
2023-06-26,40.6181104,0.3077,27.495000000000005,2.4105,0
2023-07-04,38.02755895,0.3077,22.488,2.5665,0
2023-07-12,38.8956687,0.3289499999999999,22.488,2.561,0
2023-07-20,37.3110234,0.3289499999999999,22.488,20002.873,0
2023-07-28,37.28346465,0.33875,22.488,3.341,0
2023-08-05,39.7362207,0.33875,44.708000000000006,2.641,0
2023-08-13,34.92716525,0.34135,44.708000000000006,5002.971500000001,0
2023-08-21,32.91535455,0.34135,44.708000000000006,10002.869500000004,0
2023-08-29,37.73818855,0.3572,44.708000000000006,3.1865,0
2023-09-06,38.6338586,0.3572,9.486,2.302,0
2023-09-14,36.12598435,0.33255,9.486,2.369,0
2023-09-22,36.78740164999999,0.33255,9.486,2.5775,0
2023-09-30,34.00393695,0.3227,9.486,,0
2023-10-08,39.5433073,0.3227,61.3455,2.636,0
2023-10-16,33.24606300000001,0.3269,61.3455,1.981,0
2023-10-24,25.9291336,0.3269,61.3455,30000.8245,0
2023-11-01,29.66338565,0.3551999999999999,81.94449999999999,1.6795000000000002,0
2023-11-09,28.42322835,0.3551999999999999,81.94449999999999,2.111,0
2023-11-17,27.6102361,0.37515,81.94449999999999,1.6049999999999998,0
2023-11-25,26.9901577,0.37515,81.94449999999999,1.15,0
2023-12-03,22.622047100000003,0.4252000000000001,142.0605,1.8015,0
2023-12-11,21.57480315,0.4252000000000001,142.0605,1.6490000000000002,0
2023-12-19,20.307086649999995,0.3602,142.0605,59999.964,0
2023-12-27,19.99015735,0.3602,142.0605,15000.766999999998,0
