date,land_surface,ndvi,precipitation,water_vapor,fire_count
2023-01-01,26.039369900000004,0.22605,1.8655,0.7135,0
2023-01-09,26.4803152,0.22605,1.8655,0.521,0
2023-01-17,25.72244095,0.21755,1.8655,0.791,0
2023-01-25,24.730315,0.21755,1.8655,1.041,0
2023-02-02,28.3543306,0.20485,1.0,0.7299999999999999,0
2023-02-10,27.0728345,0.20485,1.0,0.907,0
2023-02-18,30.87598475,0.19655,1.0,0.8264999999999999,0
2023-02-26,35.2578742,0.19655,1.0,0.6875,0
2023-03-06,37.4212599,0.1923,1.0,0.9705,0
2023-03-14,36.08464555,0.1923,1.0,0.9015,0
2023-03-22,38.74409445,0.18925,1.0,1.0524999999999998,0
2023-03-30,38.1515749,0.18925,1.0,1.402,0
2023-04-07,34.25196855,0.1924,17.515500000000003,1.4615,0
2023-04-15,38.93700785,0.1924,17.515500000000003,1.247,0
2023-04-23,42.23031445,0.182,17.515500000000003,0.6415,0
2023-05-01,41.16929119999999,0.182,67.179,1.811,0
2023-05-09,43.91141795,0.1869,67.179,1.112,0
2023-05-17,38.02755975,0.1869,67.179,1.8025,0
2023-05-25,39.48818925,0.1934,67.179,1.5945,0
2023-06-02,43.1948819,0.1934,8.6075,1.4760000000000002,0
2023-06-10,45.0,0.18645,8.6075,1.2154999999999998,0
2023-06-18,45.0,0.18645,8.6075,1.6689999999999998,0
2023-06-26,42.20275565,0.18525,8.6075,1.8560000000000003,0
2023-07-04,37.39370045,0.18525,66.388,2.24,0
2023-07-12,43.02952765,0.1926,66.388,1.725,0
2023-07-20,41.7480311,0.1926,66.388,2.1365,0
2023-07-28,41.059055,0.19045,66.388,2.2505,0
2023-08-05,44.40748065,0.19045,38.5625,1.914,0
2023-08-13,39.33661425,0.19475,38.5625,2.4345000000000003,0
2023-08-21,36.897638,0.19475,38.5625,1.9765,0
2023-08-29,36.663385600000005,0.1942,38.5625,1.9725,0
2023-09-06,40.74212620000001,0.1942,19.6715,1.701,0
2023-09-14,38.92322825,0.2149499999999999,19.6715,1.906,0
2023-09-22,40.5216533,0.2149499999999999,19.6715,1.5775,0
2023-09-30,38.0551182,0.1979,19.6715,,0
2023-10-08,27.3070865,0.1979,93.318,1.715,0
2023-10-16,31.468504,0.21715,93.318,1.1525,0
2023-10-24,31.358268,0.21715,93.318,1.626,0
2023-11-01,31.303148900000004,0.2153999999999999,76.7795,1.2514999999999998,0
2023-11-09,22.1397639,0.2153999999999999,76.7795,45000.296,0
2023-11-17,22.88385825,0.25525,76.7795,1.1675,0
2023-11-25,18.515747850000004,0.25525,76.7795,0.513,0
2023-12-03,21.0511809,0.2787499999999999,28.423,0.5239999999999999,0
2023-12-11,20.15551175,0.2787499999999999,28.423,0.6094999999999999,0
2023-12-19,17.26181095,0.28605,28.423,1.3215,0
2023-12-27,16.751968749999996,0.28605,28.423,0.543,0
