date,land_surface,ndvi,precipitation,water_vapor,fire_count
2023-01-01,25.63976375,0.2224499999999999,1.6350000000000002,0.669,0
2023-01-09,25.5157478,0.2224499999999999,1.6350000000000002,0.5195000000000001,0
2023-01-17,25.681102350000003,0.21765,1.6350000000000002,0.6615,0
2023-01-25,24.7992126,0.21765,1.6350000000000002,0.9085,0
2023-02-02,27.52755915,0.2012999999999999,1.4365,0.6605000000000001,0
2023-02-10,26.1358269,0.2012999999999999,1.4365,0.91,0
2023-02-18,30.6417324,0.19405,1.4365,0.865,0
2023-02-26,34.1417325,0.19405,1.4365,0.658,0
2023-03-06,36.23621970000001,0.19605,3.74,0.94,0
2023-03-14,36.6496062,0.19605,3.74,0.97,0
2023-03-22,39.26771585,0.19095,3.74,0.7875,0
2023-03-30,34.80314965,0.19095,3.74,1.4985000000000002,0
2023-04-07,29.222441250000003,0.2114999999999999,27.1835,1.487,0
2023-04-15,36.67716540000001,0.2114999999999999,27.1835,1.347,0
2023-04-23,41.0590549,0.20865,27.1835,0.717,0
2023-05-01,42.0649607,0.20865,104.636,1.6634999999999998,0
2023-05-09,40.17716505,0.2185,104.636,1.28,0
2023-05-17,34.7480316,0.2185,104.636,1.7835,0
2023-05-25,35.78149655000001,0.2297,104.636,1.525,0
2023-06-02,37.66929145,0.2297,9.6925,1.6490000000000002,0
2023-06-10,44.8622048,0.21825,9.6925,1.1965,0
2023-06-18,44.9862205,0.21825,9.6925,1.5719999999999998,0
2023-06-26,40.824803,0.2147999999999999,9.6925,1.9835,0
2023-07-04,40.466535750000006,0.2147999999999999,8.796000000000001,1.928,0
2023-07-12,42.60236135000001,0.1956,8.796000000000001,1.4465,0
2023-07-20,41.29330685,0.1956,8.796000000000001,2.2175,0
2023-07-28,40.01181054999999,0.1996,8.796000000000001,2.188,0
2023-08-05,42.97440935,0.1996,35.6635,1.6885,0
2023-08-13,39.32283485000001,0.2020499999999999,35.6635,2.509,0
2023-08-21,37.20078755,0.2020499999999999,35.6635,2.0375,0
2023-08-29,38.7303146,0.1942499999999999,35.6635,1.8645,0
2023-09-06,40.05314955,0.1942499999999999,12.134000000000002,1.673,0
2023-09-14,38.22047185,0.2062999999999999,12.134000000000002,1.719,0
2023-09-22,39.50196865,0.2062999999999999,12.134000000000002,1.516,0
2023-09-30,36.5255902,0.21295,12.134000000000002,,0
2023-10-08,28.0098426,0.21295,28.289000000000005,1.49,0
2023-10-16,32.253937349999994,0.196,28.289000000000005,1.139,0
2023-10-24,30.0078739,0.196,28.289000000000005,1.483,0
2023-11-01,29.2086613,0.1972499999999999,127.575,1.1765,0
2023-11-09,22.8700785,0.1972499999999999,127.575,30000.9615,0
2023-11-17,23.4625985,0.2598999999999999,127.575,1.0870000000000002,0
2023-11-25,19.1633857,0.2598999999999999,127.575,0.5680000000000001,0
2023-12-03,19.2736219,0.2923,71.41799999999999,0.752,0
2023-12-11,18.6535432,0.2923,71.41799999999999,0.6795,0
2023-12-19,15.456692874999998,0.28975,71.41799999999999,25000.6205,0
2023-12-27,17.59251945,0.28975,71.41799999999999,0.5275000000000001,0
