Archivo,Promedio
PRECIPITATION_1.csv,1.141
PRECIPITATION_2.csv,1.0
PRECIPITATION_3.csv,1.0
PRECIPITATION_4.csv,5.7475000000000005
PRECIPITATION_5.csv,37.6235
PRECIPITATION_6.csv,2.6740000000000004
PRECIPITATION_7.csv,33.657000000000004
PRECIPITATION_8.csv,24.087
PRECIPITATION_9.csv,5.972499999999999
PRECIPITATION_10.csv,37.43899999999999
PRECIPITATION_11.csv,87.7145
PRECIPITATION_12.csv,53.293000000000006
