lat/lon,-100.94999999999999,-100.85,-100.74999999999999,-100.64999999999999,-100.55
22.94999999999999,0.227,0.211,0.266,0.309,0.235
22.849999999999994,0.317,0.258,0.294,0.278,0.29
22.75,0.286,0.243,0.27,0.313,0.341
22.64999999999999,0.219,0.235,0.227,0.286,0.254
22.55,0.294,0.211,0.329,0.262,0.258
