Archivo,Promedio
LAND_SURFACE_1.csv,25.3917325
LAND_SURFACE_2.csv,26.383858250000003
LAND_SURFACE_3.csv,25.9153543
LAND_SURFACE_4.csv,26.287401499999998
LAND_SURFACE_5.csv,26.190944899999998
LAND_SURFACE_6.csv,25.915354450000002
LAND_SURFACE_7.csv,29.677165300000002
LAND_SURFACE_8.csv,32.95669265
LAND_SURFACE_9.csv,33.97637795
LAND_SURFACE_10.csv,34.444881450000004
LAND_SURFACE_11.csv,36.8976375
LAND_SURFACE_12.csv,32.3641737
LAND_SURFACE_13.csv,30.944882
LAND_SURFACE_14.csv,32.4468509
LAND_SURFACE_15.csv,34.706692849999996
LAND_SURFACE_16.csv,35.18897635
LAND_SURFACE_17.csv,32.625984949999996
LAND_SURFACE_18.csv,34.70669305
LAND_SURFACE_19.csv,34.55511815
LAND_SURFACE_20.csv,33.9901573
LAND_SURFACE_21.csv,35.28543325
LAND_SURFACE_22.csv,38.592519
LAND_SURFACE_23.csv,37.53149625
LAND_SURFACE_24.csv,37.062992050000005
LAND_SURFACE_25.csv,35.9192908
LAND_SURFACE_26.csv,40.6870081
LAND_SURFACE_27.csv,39.18503919999999
LAND_SURFACE_28.csv,38.744094399999994
LAND_SURFACE_29.csv,39.874016299999994
LAND_SURFACE_30.csv,36.07086605000001
LAND_SURFACE_31.csv,37.6279524
LAND_SURFACE_32.csv,38.124016000000005
LAND_SURFACE_33.csv,38.3444888
LAND_SURFACE_34.csv,38.96456715000001
LAND_SURFACE_35.csv,37.0492128
LAND_SURFACE_36.csv,34.348425399999996
LAND_SURFACE_37.csv,31.9645668
LAND_SURFACE_38.csv,10023.97480355
LAND_SURFACE_39.csv,29.55314985
LAND_SURFACE_40.csv,27.692913250000004
LAND_SURFACE_41.csv,26.27362215
LAND_SURFACE_42.csv,27.18307085
LAND_SURFACE_43.csv,24.49606285
LAND_SURFACE_44.csv,23.200787400000003
LAND_SURFACE_45.csv,22.00196855
LAND_SURFACE_46.csv,30011.30236215
