Archivo,Promedio
LAND_SURFACE_1.csv,25.59842535
LAND_SURFACE_2.csv,24.23425205
LAND_SURFACE_3.csv,25.51574805
LAND_SURFACE_4.csv,23.66929145
LAND_SURFACE_5.csv,26.893701150000005
LAND_SURFACE_6.csv,26.287401950000003
LAND_SURFACE_7.csv,30.269685399999997
LAND_SURFACE_8.csv,32.04724405
LAND_SURFACE_9.csv,34.4035432
LAND_SURFACE_10.csv,35.02362235
LAND_SURFACE_11.csv,38.00000025
LAND_SURFACE_12.csv,32.336614
LAND_SURFACE_13.csv,28.8228348
LAND_SURFACE_14.csv,37.9724414
LAND_SURFACE_15.csv,39.44685035
LAND_SURFACE_16.csv,39.267716199999995
LAND_SURFACE_17.csv,37.4350392
LAND_SURFACE_18.csv,33.8248035
LAND_SURFACE_19.csv,33.78346460000001
LAND_SURFACE_20.csv,36.55315
LAND_SURFACE_21.csv,42.85039345
LAND_SURFACE_22.csv,42.98818935
LAND_SURFACE_23.csv,37.944882050000004
LAND_SURFACE_24.csv,37.1594492
LAND_SURFACE_25.csv,39.18503895
LAND_SURFACE_26.csv,36.9114173
LAND_SURFACE_27.csv,35.68503855
LAND_SURFACE_28.csv,39.240157249999996
LAND_SURFACE_29.csv,36.6771649
LAND_SURFACE_30.csv,31.757873949999997
LAND_SURFACE_31.csv,34.996062949999995
LAND_SURFACE_32.csv,36.663385649999995
LAND_SURFACE_33.csv,34.52755925
LAND_SURFACE_34.csv,36.277559100000005
LAND_SURFACE_35.csv,32.62598405
LAND_SURFACE_36.csv,29.08464565
LAND_SURFACE_37.csv,28.98818885
LAND_SURFACE_38.csv,28.051181200000002
LAND_SURFACE_39.csv,27.431102399999997
LAND_SURFACE_40.csv,20.734251899999997
LAND_SURFACE_41.csv,23.049212699999998
LAND_SURFACE_42.csv,20.04527555
LAND_SURFACE_43.csv,20.2244092
LAND_SURFACE_44.csv,18.515748
LAND_SURFACE_45.csv,16.9173227
LAND_SURFACE_46.csv,16.8208659
