Archivo,Promedio
WATER_VAPOR_1.csv,1.6789999999999998
WATER_VAPOR_2.csv,1.5765
WATER_VAPOR_3.csv,70000.199
WATER_VAPOR_4.csv,45001.18199999999
WATER_VAPOR_5.csv,1.905
WATER_VAPOR_6.csv,2.2880000000000003
WATER_VAPOR_7.csv,2.031
WATER_VAPOR_8.csv,2.0534999999999997
WATER_VAPOR_9.csv,2.6875
WATER_VAPOR_10.csv,2.5195
WATER_VAPOR_11.csv,2.9275
WATER_VAPOR_12.csv,25002.2475
WATER_VAPOR_13.csv,2.6605
WATER_VAPOR_14.csv,3.5635
WATER_VAPOR_15.csv,2.5260000000000002
WATER_VAPOR_16.csv,3.1290000000000004
WATER_VAPOR_17.csv,5003.222
WATER_VAPOR_18.csv,4.258
WATER_VAPOR_19.csv,3.9945
WATER_VAPOR_20.csv,3.9784999999999995
WATER_VAPOR_21.csv,2.5170000000000003
WATER_VAPOR_22.csv,3.8085
WATER_VAPOR_23.csv,4.416500000000001
WATER_VAPOR_24.csv,4.474
WATER_VAPOR_25.csv,4.348000000000001
WATER_VAPOR_26.csv,10005.1385
WATER_VAPOR_27.csv,4.882
WATER_VAPOR_28.csv,4.231
WATER_VAPOR_29.csv,15003.9945
WATER_VAPOR_30.csv,4.619999999999999
WATER_VAPOR_31.csv,4.857000000000001
WATER_VAPOR_32.csv,4.017
WATER_VAPOR_33.csv,4.232
WATER_VAPOR_34.csv,3.914
WATER_VAPOR_35.csv,
WATER_VAPOR_36.csv,4.3095
WATER_VAPOR_37.csv,2.7369999999999997
WATER_VAPOR_38.csv,84999.472
WATER_VAPOR_39.csv,2.9675000000000002
WATER_VAPOR_40.csv,3.4284999999999997
WATER_VAPOR_41.csv,2.6925
WATER_VAPOR_42.csv,2.1785000000000005
WATER_VAPOR_43.csv,2.0580000000000003
WATER_VAPOR_44.csv,2.2405
WATER_VAPOR_45.csv,2.5294999999999996
WATER_VAPOR_46.csv,1.8364999999999998
