Archivo,Promedio
NDVI_1.csv,0.2968
NDVI_2.csv,0.28390000000000004
NDVI_3.csv,0.27280000000000004
NDVI_4.csv,0.2654
NDVI_5.csv,0.25575000000000003
NDVI_6.csv,0.2671
NDVI_7.csv,0.25734999999999997
NDVI_8.csv,0.24230000000000002
NDVI_9.csv,0.24409999999999998
NDVI_10.csv,0.25045
NDVI_11.csv,0.25065
NDVI_12.csv,0.28615
NDVI_13.csv,0.46950000000000003
NDVI_14.csv,0.54315
NDVI_15.csv,0.60355
NDVI_16.csv,0.6534000000000001
NDVI_17.csv,0.5954
NDVI_18.csv,0.4992
NDVI_19.csv,0.47459999999999997
NDVI_20.csv,0.39015
NDVI_21.csv,0.36229999999999996
NDVI_22.csv,0.36064999999999997
NDVI_23.csv,0.35824999999999996
