date,land_surface,ndvi,precipitation,water_vapor
2023-01-01,26.9763779,0.6039,1.666,1.959
2023-01-09,26.0669291,0.6039,1.666,1.3885
2023-01-17,24.77165335,0.5499499999999999,1.666,2.084
2023-01-25,26.61811015,0.5499499999999999,1.666,2.6845
2023-02-02,25.6397635,0.52805,9.069,1.796
2023-02-10,25.36417345,0.52805,9.069,2.15
2023-02-18,30.862205,0.4638,9.069,1.9045
2023-02-26,32.30905555,0.4638,9.069,2.0485
2023-03-06,33.356299449999995,0.4133,26.495500000000003,2.3705000000000003
2023-03-14,30.1318899,0.4133,26.495500000000003,2.5125
2023-03-22,34.08661415,0.5164,26.495500000000003,2.8985
2023-03-30,5026.743306900001,0.5164,26.495500000000003,89999.549
2023-04-07,29.098425350000003,0.4601499999999999,111.0445,5002.4875
2023-04-15,32.625984800000005,0.4601499999999999,111.0445,65000.4175
2023-04-23,32.4468504,0.44675,111.0445,2.009
2023-05-01,34.9822835,0.44675,393.239,3.1815
2023-05-09,33.5492127,0.4914,393.239,3.4489999999999994
2023-05-17,33.70078765,0.4914,393.239,4.1125
2023-05-25,31.63385835,0.6272,393.239,3.3705
2023-06-02,32.2125985,0.6272,64.15700000000001,3.7224999999999993
2023-06-10,37.98622035,0.5727,64.15700000000001,2.809
2023-06-18,40.6870078,0.5727,64.15700000000001,3.6845
2023-06-26,38.5374017,0.4803,64.15700000000001,3.844
2023-07-04,39.69488215,0.4803,30.983500000000003,4.5365
2023-07-12,39.81889745,0.4768,30.983500000000003,3.839
2023-07-20,40.06692935,0.4768,30.983500000000003,4.8145
2023-07-28,39.03346435,0.4162499999999999,30.983500000000003,5004.7675
2023-08-05,39.48818824999999,0.4162499999999999,70.2795,3.755499999999999
2023-08-13,41.444881,0.3894499999999999,70.2795,5.2335
2023-08-21,37.2283465,0.3894499999999999,70.2795,4.118499999999999
2023-08-29,41.169291,0.4042499999999999,70.2795,4.498
2023-09-06,39.98425175,0.4042499999999999,63.04349999999998,4.1115
2023-09-14,38.068897,0.38445,63.04349999999998,4.3745
2023-09-22,38.2066926,0.38445,63.04349999999998,4.150999999999999
2023-09-30,36.25,0.43705,63.04349999999998,
2023-10-08,33.54921275,0.43705,86.426,4.7205
2023-10-16,33.5767718,0.45895,86.426,2.617
2023-10-24,29.6358269,0.45895,86.426,45001.28
2023-11-01,32.226378350000005,0.5148499999999999,75.52499999999999,2.7755
2023-11-09,28.299212700000005,0.5148499999999999,75.52499999999999,3.129
2023-11-17,28.35433085,0.53445,75.52499999999999,3.184
2023-11-25,23.35236235,0.53445,75.52499999999999,40000.915
2023-12-03,23.751968800000004,0.5700999999999999,106.7895,1.5705000000000002
2023-12-11,22.7047243,0.5700999999999999,106.7895,1.669
2023-12-19,21.9881887,0.5750500000000001,106.7895,2.122
2023-12-27,22.36023615,0.5750500000000001,106.7895,1.3295
