Archivo,Promedio
WATER_VAPOR_1.csv,0.8719999999999999
WATER_VAPOR_2.csv,0.882
WATER_VAPOR_3.csv,0.9735000000000001
WATER_VAPOR_4.csv,1.4689999999999999
WATER_VAPOR_5.csv,0.9414999999999999
WATER_VAPOR_6.csv,1.1315
WATER_VAPOR_7.csv,1.032
WATER_VAPOR_8.csv,0.8969999999999999
WATER_VAPOR_9.csv,1.345
WATER_VAPOR_10.csv,1.2185000000000001
WATER_VAPOR_11.csv,1.3054999999999999
WATER_VAPOR_12.csv,1.4005
WATER_VAPOR_13.csv,20001.1135
WATER_VAPOR_14.csv,1.67
WATER_VAPOR_15.csv,1.116
WATER_VAPOR_16.csv,1.9020000000000004
WATER_VAPOR_17.csv,1.764
WATER_VAPOR_18.csv,2.0025
WATER_VAPOR_19.csv,1.9195
WATER_VAPOR_20.csv,1.8844999999999998
WATER_VAPOR_21.csv,1.0879999999999999
WATER_VAPOR_22.csv,1.736
WATER_VAPOR_23.csv,1.971
WATER_VAPOR_24.csv,2.496
WATER_VAPOR_25.csv,1.986
WATER_VAPOR_26.csv,10002.458999999999
WATER_VAPOR_27.csv,2.6765
WATER_VAPOR_28.csv,2.3055
WATER_VAPOR_29.csv,2.8065
WATER_VAPOR_30.csv,5003.0585
WATER_VAPOR_31.csv,2.5705
WATER_VAPOR_32.csv,1.9329999999999998
WATER_VAPOR_33.csv,1.895
WATER_VAPOR_34.csv,1.8259999999999998
WATER_VAPOR_35.csv,
WATER_VAPOR_36.csv,2.022
WATER_VAPOR_37.csv,1.8820000000000001
WATER_VAPOR_38.csv,99999.0
WATER_VAPOR_39.csv,1.3615
WATER_VAPOR_40.csv,1.6664999999999999
WATER_VAPOR_41.csv,1.2825
WATER_VAPOR_42.csv,0.8280000000000001
WATER_VAPOR_43.csv,5001.398
WATER_VAPOR_44.csv,0.746
WATER_VAPOR_45.csv,10001.113500000001
WATER_VAPOR_46.csv,10000.539
