Archivo,Promedio
WATER_VAPOR_1.csv,1.101
WATER_VAPOR_2.csv,1.1155000000000002
WATER_VAPOR_3.csv,1.1735
WATER_VAPOR_4.csv,1.5535
WATER_VAPOR_5.csv,1.1469999999999998
WATER_VAPOR_6.csv,1.2495
WATER_VAPOR_7.csv,1.3050000000000002
WATER_VAPOR_8.csv,1.2935
WATER_VAPOR_9.csv,1.623
WATER_VAPOR_10.csv,1.5130000000000001
WATER_VAPOR_11.csv,1.7585000000000002
WATER_VAPOR_12.csv,1.9609999999999999
WATER_VAPOR_13.csv,55000.342000000004
WATER_VAPOR_14.csv,2.03
WATER_VAPOR_15.csv,1.5025
WATER_VAPOR_16.csv,2.3330000000000006
WATER_VAPOR_17.csv,2.2395000000000005
WATER_VAPOR_18.csv,2.7865
WATER_VAPOR_19.csv,2.5265
WATER_VAPOR_20.csv,2.8954999999999997
WATER_VAPOR_21.csv,1.525
WATER_VAPOR_22.csv,2.2704999999999997
WATER_VAPOR_23.csv,2.4105
WATER_VAPOR_24.csv,2.5665
WATER_VAPOR_25.csv,2.561
WATER_VAPOR_26.csv,20002.873
WATER_VAPOR_27.csv,3.3409999999999997
WATER_VAPOR_28.csv,2.641
WATER_VAPOR_29.csv,5002.971500000001
WATER_VAPOR_30.csv,10002.869500000003
WATER_VAPOR_31.csv,3.1865
WATER_VAPOR_32.csv,2.302
WATER_VAPOR_33.csv,2.369
WATER_VAPOR_34.csv,2.5774999999999997
WATER_VAPOR_35.csv,
WATER_VAPOR_36.csv,2.636
WATER_VAPOR_37.csv,1.9809999999999999
WATER_VAPOR_38.csv,30000.8245
WATER_VAPOR_39.csv,1.6795000000000002
WATER_VAPOR_40.csv,2.1109999999999998
WATER_VAPOR_41.csv,1.6049999999999998
WATER_VAPOR_42.csv,1.15
WATER_VAPOR_43.csv,1.8015
WATER_VAPOR_44.csv,1.6490000000000002
WATER_VAPOR_45.csv,59999.964
WATER_VAPOR_46.csv,15000.766999999998
