Archivo,Promedio
NDVI_1.csv,0.22605
NDVI_2.csv,0.21755
NDVI_3.csv,0.20485000000000003
NDVI_4.csv,0.19655
NDVI_5.csv,0.1923
NDVI_6.csv,0.18925
NDVI_7.csv,0.1924
NDVI_8.csv,0.182
NDVI_9.csv,0.1869
NDVI_10.csv,0.19340000000000002
NDVI_11.csv,0.18645000000000003
NDVI_12.csv,0.18525
NDVI_13.csv,0.19260000000000002
NDVI_14.csv,0.19045
NDVI_15.csv,0.19475000000000003
NDVI_16.csv,0.1942
NDVI_17.csv,0.21494999999999997
NDVI_18.csv,0.1979
NDVI_19.csv,0.21715
NDVI_20.csv,0.21539999999999998
NDVI_21.csv,0.25525
NDVI_22.csv,0.27874999999999994
NDVI_23.csv,0.28605
