lat/lon,-98.44999999999999,-98.35,-98.24999999999999,-98.14999999999999,-98.05
23.94999999999999,0.644,0.66,0.652,0.656,0.695
23.849999999999994,0.727,0.55,0.585,0.565,0.676
23.75,0.758,0.648,0.683,0.53,0.557
23.64999999999999,0.833,0.813,0.601,0.384,0.502
23.55,0.833,0.845,0.817,0.672,0.581
